Card Name,Condition,Creation Date,Custom Price,Foil,Foil/Etched,Frame Type,Language,Mana Cost,Mana Value,Quantity,Rarity,Reserved List,Scryfall Id,Set Code
Assassin's Blade,,2025-10-01T20:37:28,-,,,Regular,,{1}{B},2,1,U,,e10b6f90-583b-49e9-984f-98d50beccaea,plst
Astrolabe,,2025-10-04T01:58:16,-,,,Regular,,{3},3,1,C,,b97ad2d4-0660-4503-9f16-246dae87601c,all
Audacious Reshapers,,2025-10-01T23:08:51,-,,,Regular,,{2}{R},3,1,R,,8100d73c-3ee4-4f26-96ec-97872dcad9eb,brc
Balduvian War-Makers,,2025-10-01T23:13:49,-,,,Regular,,{4}{R},5,1,C,,12fd561e-6a26-4140-a033-1204f5dda5f3,all
Binding Agony,,2025-10-01T20:49:35,-,,,Regular,,{1}{B},2,1,C,,b620a9f4-358d-4436-85b8-b0c16602ff57,mir
Blood Vassal,,2025-10-01T19:29:24,-,,,Regular,,{2}{B},3,1,C,,7e692dea-750b-40b2-9440-8b570e67c23e,usg
Bloodfire Kavu,,2025-10-01T23:11:25,-,,,Regular,,{2}{R}{R},4,1,U,,1442b1f3-8c2c-4553-906f-c864fcdc6ae5,apc
Bloodfire Kavu,,2025-10-01T23:11:27,-,,,Regular,,{2}{R}{R},4,1,U,,1442b1f3-8c2c-4553-906f-c864fcdc6ae5,apc
Blossoming Wreath,,2025-10-01T22:36:04,-,,,Regular,,{G},1,1,C,,2f944ad9-c9ce-47b2-80fa-d0f7fcf0fd5d,wth
Blossoming Wreath,,2025-10-01T22:36:09,-,,,Regular,,{G},1,1,C,,2f944ad9-c9ce-47b2-80fa-d0f7fcf0fd5d,wth
Blossoming Wreath,,2025-10-01T22:36:14,-,,,Regular,,{G},1,1,C,,2f944ad9-c9ce-47b2-80fa-d0f7fcf0fd5d,wth
Bottled Cloister,,2025-10-04T01:59:30,-,,,Regular,,{4},4,1,R,,f09d0d40-1678-4296-b3a4-8cb6e6ce1831,rvr
Bottled Cloister,,2025-10-04T02:00:32,-,,,Regular,,{4},4,1,R,,f09d0d40-1678-4296-b3a4-8cb6e6ce1831,rvr
Breach,,2025-10-01T20:30:53,-,,,Regular,,{2}{B},3,1,C,,eada28cb-92bf-47e0-b09d-4709be32dbe6,usg
Bubbling Beebles,,2025-10-04T10:22:30,-,,,Regular,,{4}{U},5,1,C,,002cf7d8-3fc2-48eb-a727-a1ce5a049665,uds
Calming Licid,,2025-10-04T18:55:30,-,,,Regular,,{2}{W},3,1,U,,155fc239-c2eb-41cc-9a0a-2414da3c3d7b,sth
Capashen Templar,,2025-10-04T18:56:36,-,,,Regular,,{2}{W},3,1,C,,0976a193-463a-4bcb-a951-ca73347a5572,uds
Cateran Brute,,2025-10-01T19:25:31,-,,,Regular,,{2}{B},3,1,C,,73b6ce76-0ed0-4994-ae2c-d8e51ae09920,mmq
Cateran Brute,,2025-10-01T19:25:45,-,,,Regular,,{2}{B},3,1,C,,73b6ce76-0ed0-4994-ae2c-d8e51ae09920,mmq
Circle of Protection: White,,2025-10-04T21:34:05,-,,,Regular,,{1}{W},2,1,C,,92e1e153-cf5c-429a-9680-53b7c89dbd88,4ed
Deadly Insect,,2025-10-01T22:30:45,-,,,Regular,,{4}{G},5,1,C,,46be78e6-13bb-4500-87db-5ed5cae0145e,mmq
Defender of Chaos,,2025-10-01T23:07:58,-,,,Regular,,{2}{R},3,1,C,,717ae26a-e5a0-4478-9995-00ea6bd84c03,ulg
"Farid, Enterprising Salvager",,2025-10-01T22:56:04,-,,,Regular,,{2}{R},3,1,R,,003367c7-6cb8-4451-8349-76ce5d21e367,brc
Farrel's Zealot,,2025-10-04T18:55:23,-,,,Regular,,{1}{W}{W},3,1,C,,0401bd23-9f81-40b7-a6c2-e3f9847d175c,fem
Field Surgeon,,2025-10-04T18:45:32,-,,,Regular,,{1}{W},2,1,C,,bb830403-0832-47f7-b4b4-4f241f1b9112,uds
Goblin Machinist,,2025-10-01T23:13:34,-,,,Regular,,{4}{R},5,1,U,,5874e312-1010-43f2-b330-82bc9fcc9f53,ons
Goblin Shrine,,2025-10-01T23:44:47,-,,,Regular,,{1}{R}{R},3,1,C,,12711fa3-455d-498a-a1e9-881c62e9bb4f,chr
Goblin Shrine,,2025-10-01T23:44:53,-,,,Regular,,{1}{R}{R},3,1,C,,12711fa3-455d-498a-a1e9-881c62e9bb4f,chr
Goblin Shrine,,2025-10-01T23:45:08,-,,,Regular,,{1}{R}{R},3,1,C,,12711fa3-455d-498a-a1e9-881c62e9bb4f,chr
Goblin War Buggy,,2025-10-01T23:02:23,-,,,Regular,,{1}{R},2,1,C,,d2d0fc9e-fb6b-4a00-b422-32565f7ce454,usg
Gossamer Chains,,2025-10-04T21:34:57,-,,,Regular,,{W}{W},2,1,C,,e9917a29-c6b4-4e0a-a301-21868bd27e17,vis
Hapless Researcher,,2025-10-04T10:09:24,-,,,Regular,,{U},1,1,C,,22ed0ee7-6749-4f38-8e53-c11b46b17e5d,jud
Headlong Rush,,2025-10-01T23:20:51,-,,,Regular,,{1}{R},2,1,C,,9f0db04c-5101-4a43-9109-3964ac66bdab,usg
Homarid Warrior,,2025-10-04T10:22:14,-,,,Regular,,{4}{U},5,1,C,,fb1cccdc-9c4d-4ef3-807b-278e6fd23230,fem
Icatian Infantry,,2025-10-04T18:37:24,-,,,Regular,,{W},1,1,C,,efac583d-a492-45ee-8c52-60a6422b2168,fem
Icatian Scout,,2025-10-04T18:37:42,-,,,Regular,,{W},1,1,C,,6c461655-a05d-4eed-85b2-04d554f5ec50,fem
Infuse,,2025-10-04T11:35:23,-,,,Regular,,{2}{U},3,1,C,,223287b6-224c-4e00-946c-e7ac5539bd45,ice
Journeyer's Kite,,2025-10-04T01:44:46,-,,,Regular,,{2},2,1,R,,5304ad0c-47ab-45da-a44f-0a80d1e2ea28,brr
Juggernaut,,2025-10-04T00:08:58,-,,,Regular,,{4},4,1,C,,3468f8d1-4373-4df4-9bbe-3c61a840b23b,dmr
Kjeldoran Dead,,2025-10-01T19:14:45,-,,,Regular,,{B},1,1,C,,d3f7b614-6075-4b7c-acc7-ab63185b570b,ice
Krosan Tusker,,2025-10-01T22:34:00,-,,,Regular,,{5}{G}{G},7,1,C,,0b872f85-60c5-44c4-956d-a8aa8132908b,ons
"Lazav, the Multifarious",,2025-10-03T20:08:49,-,,,Regular,,{U}{B},2,1,R,,3b98e13c-a1b3-49d8-86ca-cedc4e2a9963,rvr
Mine Bearer,,2025-10-04T18:54:46,-,,,Regular,,{2}{W},3,1,C,,a8151510-2445-4244-b851-ab332b908170,pcy
Mistfolk,,2025-10-04T10:10:27,-,,,Regular,,{U}{U},2,1,C,,4f3f4d4e-ca4a-4fba-b9fd-cd1d9457cfa1,ice
Mistform Mask,,2025-10-04T13:29:48,-,,,Regular,,{1}{U},2,1,C,,7fbbb075-5795-425f-9e33-70cb922eea16,ons
Mistform Wakecaster,,2025-10-04T10:21:47,-,,,Regular,,{4}{U},5,1,U,,1e5cbfb9-9bd0-4f8b-a444-a480de4b9662,lgn
Mistform Wakecaster,,2025-10-04T10:22:03,-,,,Regular,,{4}{U},5,1,U,,1e5cbfb9-9bd0-4f8b-a444-a480de4b9662,lgn
Morgue Thrull,,2025-10-01T19:32:14,-,,,Regular,,{2}{B},3,1,C,,270a26ce-3435-4fef-bc34-abbc6f1cf3f4,sth
Necra Sanctuary,,2025-10-01T20:44:38,-,,,Regular,,{2}{B},3,1,U,,5a0bf165-d7eb-4ae6-b30a-4e9fd55f401d,apc
Necra Sanctuary,,2025-10-01T20:45:04,-,,,Regular,,{2}{B},3,1,U,,5a0bf165-d7eb-4ae6-b30a-4e9fd55f401d,apc
Necra Sanctuary,,2025-10-01T20:45:07,-,,,Regular,,{2}{B},3,1,U,,5a0bf165-d7eb-4ae6-b30a-4e9fd55f401d,apc
Necra Sanctuary,,2025-10-01T20:45:09,-,,,Regular,,{2}{B},3,1,U,,5a0bf165-d7eb-4ae6-b30a-4e9fd55f401d,apc
Oni-Cult Anvil,,2025-10-03T23:40:05,-,,,Regular,,{B}{R},2,1,U,,c275470f-83d2-4341-9757-a570ec19a181,brc
Opportunity,,2025-10-04T11:38:24,-,,,Regular,,{4}{U}{U},6,1,U,,99fca5ef-ff7b-4884-af4b-2486215546af,plst
Orzhov Guildgate,,2025-10-04T00:02:31,-,,,Regular,,,0,1,C,,95e6f30b-aba8-41b9-bb26-bc549b136d0c,rvr
Ovinomancer,,2025-10-04T10:16:50,-,,,Regular,,{2}{U},3,1,S,,5573470a-7192-4f1e-aafd-517c494875a8,tsb
Prismatic Circle,,2025-10-04T21:37:40,-,,,Regular,,{2}{W},3,1,C,,8d4e3de4-f173-4bcc-a5fb-089eee7108d3,mir
Raging Goblin,,2025-10-01T22:59:59,-,,,Regular,,{R},1,1,C,,657190fe-9c18-4134-a556-e081daff73cd,7ed
Ranger en-Vec,,2025-10-03T23:36:07,-,,,Regular,,{1}{G}{W},3,1,U,,4a89e82c-7206-4d74-95c6-ad3627e5a9ce,tmp
Reckless Ogre,,2025-10-01T23:11:35,-,,,Regular,,{3}{R},4,1,C,,90d27b79-a22d-48d9-86b2-7ad02cab8697,exo
Repel,,2025-10-04T11:36:29,-,,,Regular,,{3}{U},4,1,C,,68ea14a6-539a-47eb-9147-a310be7b63fe,ody
Resistance Fighter,,2025-10-04T18:43:14,-,,,Regular,,{W},1,1,C,,21250bdb-9431-41b3-9fef-d66a4d3f6ecd,vis
"Rosheen, Roaring Prophet",,2025-10-03T20:10:08,-,,,Regular,,{2}{R}{G},4,1,R,,8407e5c6-3f1d-4716-877a-f537dd183eac,mh3
Sanctum Custodian,,2025-10-04T18:56:41,-,,,Regular,,{2}{W},3,1,C,,27a64b98-9002-48fe-a3e5-4449050c87e1,usg
"Sanwell, Avenger Ace",,2025-10-04T20:45:45,-,,,Regular,,{1}{W},2,1,R,,70cb4359-8e57-4d1a-bf1f-c188555376ce,brc
Shattered Crypt,,2025-10-01T20:37:33,-,,,Regular,,{X}{B}{B},2,1,C,,117df45d-4500-459b-96b5-ca41952580c1,wth
Shattered Crypt,,2025-10-01T20:37:36,-,,,Regular,,{X}{B}{B},2,1,C,,117df45d-4500-459b-96b5-ca41952580c1,wth
Shattered Crypt,,2025-10-01T20:37:41,-,,,Regular,,{X}{B}{B},2,1,C,,117df45d-4500-459b-96b5-ca41952580c1,wth
Shoreline Ranger,,2025-10-04T11:25:44,-,,,Regular,,{5}{U},6,1,C,,eed813c4-fff0-43f1-bc62-cbc3a126d600,scg
Shrill Howler // Howling Chorus,,2025-10-01T22:21:40,-,,,Regular,,{2}{G},3,1,U,,246885ac-4e8e-4856-b796-5d72dfb7fb29,inr
Skyshroud Cutter,,2025-10-01T22:28:56,-,,,Regular,,{3}{G},4,1,C,,a558c4f5-a716-4e46-9234-5f84f1bd57aa,nem
Sol'kanar the Swamp King,,2025-10-03T20:11:05,-,,,Regular,,{2}{U}{B}{R},5,1,R,,6b989b3f-2eec-4593-ac39-daa8e9ca0daa,dmr
Sonic Burst,,2025-10-01T23:20:49,-,,,Regular,,{1}{R},2,1,C,,05530d5a-dcb6-403e-9e35-224c7b5cf615,exo
Spine of Ish Sah,,2025-10-04T02:05:35,-,,,Regular,,{7},7,1,R,,9ac31f11-17ec-4d6f-9425-38c511566590,brc
Spiritmonger,,2025-10-03T23:37:00,-,,,Regular,,{3}{B}{G},5,1,U,,888e366f-6c64-423d-92fc-1a1e2806e4c3,dmr
Tarpan,,2025-10-01T22:09:48,-,,,Regular,,{G},1,1,C,,d2160d57-9ebf-43fb-811f-0c014e417ea0,5ed
Time Ebb,,2025-10-04T13:19:49,-,,,Regular,,{2}{U},3,1,C,,69e63f0c-a09f-493d-a8a9-ddcc0a0ca383,tmp
Treetop Scout,,2025-10-01T22:11:00,-,,,Regular,,{G},1,1,C,,2fa39646-a609-4b37-b8de-97893ae43c49,scg
Treetop Scout,,2025-10-01T22:11:07,-,,,Regular,,{G},1,1,C,,2fa39646-a609-4b37-b8de-97893ae43c49,scg
Ulvenwald Mysteries,,2025-10-01T22:47:37,-,,,Regular,,{2}{G},3,1,U,,88a7bf3a-9c87-4937-a6e1-dfbc589c8e35,inr
"Valduk, Keeper of the Flame",,2025-10-01T22:54:49,-,,,Regular,,{2}{R},3,1,U,,e9abfd4d-8f7d-4739-8416-2c03bc1c7a04,dmr
Viashino Warrior,,2025-10-01T23:11:57,-,,,Regular,,{3}{R},4,1,C,,bb467271-898f-4bcd-8533-e8165b318b43,6ed
Whip Sergeant,,2025-10-01T23:07:46,-,,,Regular,,{2}{R},3,1,U,,2e6b3f38-87c9-4cea-b9e5-b8fb42e64794,pcy
Wipe Clean,,2025-10-04T20:52:16,-,,,Regular,,{1}{W},2,1,C,,cf7c14c9-cb5a-49f0-be2c-eb3166f02510,scg
Wipe Clean,,2025-10-04T20:52:23,-,,,Regular,,{1}{W},2,1,C,,cf7c14c9-cb5a-49f0-be2c-eb3166f02510,scg
Wipe Clean,,2025-10-04T20:52:26,-,,,Regular,,{1}{W},2,1,C,,cf7c14c9-cb5a-49f0-be2c-eb3166f02510,scg
Apprentice Wizard,,2025-10-04T10:14:25,-,,,Regular,,{1}{U}{U},3,1,C,,c9ef569e-91e7-45f5-83b0-5a820242c628,4ed
Astral Steel,,2025-10-04T20:54:00,-,,,Regular,,{2}{W},3,1,C,,64f836d3-52c8-4628-b18a-8c8fb67969c9,scg
Astral Steel,,2025-10-04T20:54:02,-,,,Regular,,{2}{W},3,1,C,,64f836d3-52c8-4628-b18a-8c8fb67969c9,scg
Astral Steel,,2025-10-04T20:54:06,-,,,Regular,,{2}{W},3,1,C,,64f836d3-52c8-4628-b18a-8c8fb67969c9,scg
Astral Steel,,2025-10-04T20:54:09,-,,,Regular,,{2}{W},3,1,C,,64f836d3-52c8-4628-b18a-8c8fb67969c9,scg
Asylum Visitor,,2025-10-01T19:19:01,-,,,Regular,,{1}{B},2,1,U,,84c54ecc-7050-434c-8cbc-fb59d63c5d69,inr
Bamboozle,,2025-10-04T13:19:16,-,,,Regular,,{2}{U},3,1,U,,44012bb8-17b7-4b50-a796-662ef09bfc29,ody
Barbed Sextant,,2025-10-04T00:13:00,-,,,Regular,,{1},1,1,C,,edb82654-de12-4dce-8c6b-f28d68f0fbe1,ice
Barbed Sextant,,2025-10-04T00:13:05,-,,,Regular,,{1},1,1,C,,edb82654-de12-4dce-8c6b-f28d68f0fbe1,ice
Barrow Ghoul,,2025-10-01T19:19:14,-,,,Regular,,{1}{B},2,1,C,,f7055007-83dd-40fe-b2a1-4b3132f636db,wth
Bestial Fury,,2025-10-01T23:45:14,-,,,Regular,,{2}{R},3,1,C,,626225b9-2cfd-4cf5-b11c-89e5a231b09e,all
Bouncing Beebles,,2025-10-04T10:17:40,-,,,Regular,,{2}{U},3,1,C,,8656bdd4-0c45-43f9-b2dc-d11a355ff747,ulg
Brine Shaman,,2025-10-01T19:17:17,-,,,Regular,,{1}{B},2,1,C,,f445962c-44a1-4f3f-88d4-17048f8ca9dc,ice
Cemetery Gate,,2025-10-01T19:34:57,-,,,Regular,,{2}{B},3,1,C,,0c6f0614-06dc-4bd2-b8b9-d951ae27db21,hml
Chartooth Cougar,,2025-10-01T23:15:29,-,,,Regular,,{5}{R},6,1,C,,6b2c9c07-c3db-46ca-a204-b710c3a34ae9,scg
Chartooth Cougar,,2025-10-01T23:15:32,-,,,Regular,,{5}{R},6,1,C,,6b2c9c07-c3db-46ca-a204-b710c3a34ae9,scg
Circle of Protection: White,,2025-10-04T21:34:03,-,,,Regular,,{1}{W},2,1,C,,6eff4351-5501-4061-a409-49f518ba9628,tmp
Cone of Flame,,2025-10-01T23:35:33,-,,,Regular,,{3}{R}{R},5,1,U,,5713f17a-9a57-41f8-b492-ced876e1a37f,wth
Dark Banishing,,2025-10-01T20:30:25,-,,,Regular,,{2}{B},3,1,C,,f7dc2716-ed62-4797-ad2b-227eca5408d0,ice
Dark Withering,,2025-10-01T20:31:35,-,,,Regular,,{4}{B}{B},6,1,U,,abc427d9-2697-4e60-b1eb-948a6556f1ad,dmr
Denizen of the Deep,,2025-10-04T11:27:11,-,,,Regular,,{6}{U}{U},8,1,R,,89882438-6357-4ef9-9a52-f1ff49952c10,dmr
Escape Artist,,2025-10-04T10:11:05,-,,,Regular,,{1}{U},2,1,C,,7f5d0e3f-b8f1-472a-857b-5464174d243b,ody
Forbidden Alchemy,,2025-10-04T11:35:11,-,,,Regular,,{2}{U},3,1,U,,b49c5c76-3098-427b-87c1-b90d17a0909e,inr
Goblin Raider,,2025-10-01T23:02:33,-,,,Regular,,{1}{R},2,1,C,,3315d75d-08dc-456c-a8e7-fe3136bf1a6b,7ed
Gryff's Boon,,2025-10-04T23:11:34,-,,,Regular,,{W},1,1,U,,35398a2d-398b-4100-aac0-d411e8f0f714,inr
Hermetic Study,,2025-10-04T13:31:18,-,,,Regular,,{1}{U},2,1,C,,8321888a-a450-4c15-9461-255cfaa05367,usg
Imagecrafter,,2025-10-04T10:09:12,-,,,Regular,,{U},1,1,C,,91be6441-8a45-43e4-8d12-a886dcaadbd3,ons
Ironshell Beetle,,2025-10-01T22:19:34,-,,,Regular,,{1}{G},2,1,C,,be9299cc-6f21-4185-ac63-2fd92e843faa,jud
Island,,2025-10-01T21:10:59,-,,,Regular,,,0,1,C,,fc8c4d2d-416c-4b8b-b46d-0e11f0e8245d,brc
Island,,2025-10-04T18:33:44,-,,,Regular,,,0,1,C,,fc8c4d2d-416c-4b8b-b46d-0e11f0e8245d,brc
Island,,2025-10-04T18:33:48,-,,,Regular,,,0,1,C,,fc8c4d2d-416c-4b8b-b46d-0e11f0e8245d,brc
Island,,2025-10-04T18:33:51,-,,,Regular,,,0,1,C,,fc8c4d2d-416c-4b8b-b46d-0e11f0e8245d,brc
Island,,2025-10-01T21:10:57,-,,,Regular,,,0,1,C,,9d075fae-ecd8-44b2-ac24-087afb26a9fa,brc
Ivory Tower,,2025-10-04T00:12:36,-,,,Regular,,{1},1,1,U,,fa623782-9a18-4d6c-9634-2f4890e44943,brr
Ivory Tower,,2025-10-04T00:12:41,-,,,Regular,,{1},1,1,U,,fa623782-9a18-4d6c-9634-2f4890e44943,brr
Jamuraan Lion,,2025-10-04T18:56:17,-,,,Regular,,{2}{W},3,1,C,,bfc681f5-9fff-48b6-98d9-e85c85e582a3,vis
Krosan Avenger,,2025-10-01T22:24:55,-,,,Regular,,{2}{G},3,1,C,,0afd6911-32b5-410a-afb0-fd3d2996fe59,ody
Kyren Sniper,,2025-10-01T23:08:54,-,,,Regular,,{2}{R},3,1,C,,4df99e19-0b1e-48ec-a146-38cf147eab61,mmq
Llanowar Dead,,2025-10-03T23:36:56,-,,,Regular,,{B}{G},2,1,C,,f271969e-1529-42d1-878b-011f80ab0f05,apc
Mageta's Boon,,2025-10-04T23:12:48,-,,,Regular,,{1}{W},2,1,C,,22db8a3b-413d-4f4d-b103-f50fc0415e9b,pcy
Meddle,,2025-10-04T11:32:40,-,,,Regular,,{1}{U},2,1,U,,685edfe8-9770-47c6-95fb-0816f3126f04,ons
Meddle,,2025-10-04T11:32:44,-,,,Regular,,{1}{U},2,1,U,,685edfe8-9770-47c6-95fb-0816f3126f04,ons
Nomadic Elf,,2025-10-01T22:18:49,-,,,Regular,,{1}{G},2,1,C,,3b69e57a-5b19-450c-9cf5-c189e8505781,inv
One with the Machine,,2025-10-04T13:20:43,-,,,Regular,,{3}{U},4,1,R,,d835976e-cab4-4155-b1dd-eca9cb60830e,brc
Patagia Golem,,2025-10-04T00:09:01,-,,,Regular,,{4},4,1,U,,89920b7a-fd56-4fa8-96c9-fb66c2af6fbf,mir
Pious Warrior,,2025-10-04T19:00:17,-,,,Regular,,{3}{W},4,1,C,,bc20c1f0-9883-484c-88d8-1cab08d0b210,mmq
Plains,,2025-10-04T23:16:48,-,,,Regular,,,0,1,C,,bac23c5e-a489-4fba-b14f-a968b202ac22,dmr
Plains,,2025-10-04T23:16:52,-,,,Regular,,,0,1,C,,bac23c5e-a489-4fba-b14f-a968b202ac22,dmr
Power Sink,,2025-10-04T11:30:26,-,,,Regular,,{X}{U},1,1,C,,85cbec45-81b4-40cc-b356-d6713a6a9b2b,ice
Psychic Venom,,2025-10-04T13:29:35,-,,,Regular,,{1}{U},2,1,C,,004b6463-0aef-4419-b4f2-dc3fa6eee901,5ed
Psychic Venom,,2025-10-04T13:29:54,-,,,Regular,,{1}{U},2,1,C,,004b6463-0aef-4419-b4f2-dc3fa6eee901,5ed
Psychic Venom,,2025-10-04T13:30:56,-,,,Regular,,{1}{U},2,1,C,,004b6463-0aef-4419-b4f2-dc3fa6eee901,5ed
Psychic Venom,,2025-10-04T13:30:59,-,,,Regular,,{1}{U},2,1,C,,004b6463-0aef-4419-b4f2-dc3fa6eee901,5ed
Putrid Raptor,,2025-10-01T19:48:47,-,,,Regular,,{4}{B}{B},6,1,U,,9127942b-d73d-42a9-9f97-6a39fa798a8b,scg
Quirion Elves,,2025-10-01T22:18:37,-,,,Regular,,{1}{G},2,1,C,,2b8fbfcf-c5d8-4d3d-b34a-63a53bf99985,plst
Recuperate,,2025-10-04T20:55:57,-,,,Regular,,{3}{W},4,1,C,,a5945397-0906-48dd-80d1-c65bfa2b31a6,scg
Recuperate,,2025-10-04T20:56:01,-,,,Regular,,{3}{W},4,1,C,,a5945397-0906-48dd-80d1-c65bfa2b31a6,scg
Ritual of Steel,,2025-10-04T23:13:50,-,,,Regular,,{2}{W},3,1,C,,21205189-0d00-44d5-9772-820e607dba25,mir
Sage Owl,,2025-10-04T10:11:28,-,,,Regular,,{1}{U},2,1,C,,45f83acb-c7be-49cf-895b-9fa6f4d32083,6ed
Sandbar Merfolk,,2025-10-04T10:09:08,-,,,Regular,,{U},1,1,C,,65ce3960-abf1-4f28-8434-ab3b27d3b7cb,usg
Sandstone Deadfall,,2025-10-04T01:57:45,-,,,Regular,,{3},3,1,U,,241ebc17-b8ae-4ca4-8413-f53501d86244,ody
Saprazzan Raider,,2025-10-04T10:13:48,-,,,Regular,,{2}{U},3,1,C,,62493f34-cea8-4d9f-8781-005947b69c9d,mmq
Shackles,,2025-10-04T23:15:14,-,,,Regular,,{2}{W},3,1,C,,35b3da05-9a3e-4827-96b8-5de244128db3,inv
Sharding Sphinx,,2025-10-04T11:24:55,-,,,Regular,,{4}{U}{U},6,1,R,,9d1968e0-c77b-4b16-8270-3de90e084927,brc
Sharuum the Hegemon,,2025-10-03T20:11:33,-,,,Regular,,{3}{W}{U}{B},6,1,R,,2d7373e7-385f-4887-b1c7-af6d422dd70a,brc
Sigil of Valor,,2025-10-04T01:45:43,-,,,Regular,,{2},2,1,U,,2005d5e8-750a-44d6-b09b-d7df68dc6926,brr
Snapping Thragg,,2025-10-01T23:14:13,-,,,Regular,,{4}{R},5,1,U,,c8a47d41-b893-46b9-90c9-ccd8f9f78855,ons
Soldevi Sentry,,2025-10-04T00:06:10,-,,,Regular,,{1},1,1,C,,be2a84d7-3f49-4652-bb31-4be7e3474e26,all
Tidal Visionary,,2025-10-04T10:09:02,-,,,Regular,,{U},1,1,C,,a72a3051-7f46-4b6b-b4fb-0f170d9687ab,inv
Tor Wauki,,2025-10-03T20:10:27,-,,,Regular,,{2}{B}{B}{R},5,1,U,,eef9d043-c9ab-4215-acfc-9065250513d1,chr
Treasure Trove,,2025-10-04T13:26:20,-,,,Regular,,{2}{U}{U},4,1,U,,f23ce909-e744-47ca-943d-62d97e97b1ea,exo
Tremor,,2025-10-01T23:28:40,-,,,Regular,,{R},1,1,C,,a9d64665-c1e0-40ab-a358-247f82966379,vis
Uncontrolled Infestation,,2025-10-01T23:44:04,-,,,Regular,,{1}{R},2,1,C,,d9ead6c3-a4e9-43e0-ae2a-6eb73033bc49,scg
Uncontrolled Infestation,,2025-10-01T23:44:07,-,,,Regular,,{1}{R},2,1,C,,d9ead6c3-a4e9-43e0-ae2a-6eb73033bc49,scg
Unified Strike,,2025-10-04T20:46:59,-,,,Regular,,{W},1,1,C,,29906eca-0823-4cd6-890f-e5b93cc50a11,ons
Unified Strike,,2025-10-04T20:47:01,-,,,Regular,,{W},1,1,C,,29906eca-0823-4cd6-890f-e5b93cc50a11,ons
Unified Strike,,2025-10-04T20:47:47,-,,,Regular,,{W},1,1,C,,29906eca-0823-4cd6-890f-e5b93cc50a11,ons
Unified Strike,,2025-10-04T20:47:55,-,,,Regular,,{W},1,1,C,,29906eca-0823-4cd6-890f-e5b93cc50a11,ons
Urza's Armor,,2025-10-04T02:04:53,-,,,Regular,,{6},6,1,U,,e650ab7e-3973-4e07-b084-df1a46d1f948,plst
Venomous Fangs,,2025-10-01T22:48:07,-,,,Regular,,{2}{G},3,1,C,,f5ae1348-c063-4ec8-9d8c-3d19a6421800,usg
Viashino Cutthroat,,2025-10-01T23:11:21,-,,,Regular,,{2}{R}{R},4,1,U,,bcbab69d-3259-40f4-a588-ab550858a178,ulg
Viashino Weaponsmith,,2025-10-01T23:12:10,-,,,Regular,,{3}{R},4,1,C,,def316ed-b080-4d1d-b946-d7a86ebb8ad9,usg
Vigorous Charge,,2025-10-01T22:35:19,-,,,Regular,,{G},1,1,C,,af6f57ad-d370-4c81-8da0-c15d87725ab1,inv
Wall of Resistance,,2025-10-04T18:46:34,-,,,Regular,,{1}{W},2,1,C,,fd25787d-b90c-4b25-8259-1ac41d4dcd15,mir
Wall of Resistance,,2025-10-04T18:46:41,-,,,Regular,,{1}{W},2,1,C,,fd25787d-b90c-4b25-8259-1ac41d4dcd15,mir
Wall of Shadows,,2025-10-01T19:33:37,-,,,Regular,,{1}{B}{B},3,1,C,,69c6e076-d7bf-435b-ba79-84aa9f073130,chr
Wall of Shadows,,2025-10-01T19:34:34,-,,,Regular,,{1}{B}{B},3,1,C,,69c6e076-d7bf-435b-ba79-84aa9f073130,chr
Wreck Hunter,,2025-10-01T19:20:40,-,,,Regular,,{B}{B},2,1,R,,b9a21809-84cb-45f4-8314-80055983450d,brc
Yavimaya's Embrace,,2025-10-03T20:15:53,-,,,Regular,,{5}{G}{U}{U},8,1,R,,36b41ff1-240a-447b-bb47-1b9be53ab3e6,apc
Abiding Grace,,2025-10-04T21:39:04,-,,,Regular,,{2}{W},3,1,U,,1eaccb5a-76f9-4250-9bf0-0baa2d905868,h2r
Book Burning,,2025-10-01T23:31:47,-,,,Regular,,{1}{R},2,1,C,,bead678c-7b6a-4668-9919-623312e08a65,jud
Burnished Hart,,2025-10-01T21:08:06,-,,,Regular,,{3},3,1,U,,e72bfcae-b791-4a89-a41f-d5335a13f325,brr
Catalog,,2025-10-04T11:35:04,-,,,Regular,,{2}{U},3,1,C,,31bdef28-0e27-4c8d-a04c-5413519dcb4e,usg
Catalog,,2025-10-04T11:35:08,-,,,Regular,,{2}{U},3,1,C,,31bdef28-0e27-4c8d-a04c-5413519dcb4e,usg
Cateran Persuader,,2025-10-01T19:16:01,-,,,Regular,,{B}{B},2,1,C,,a98bdbf1-32a6-4d9b-8e57-5d3aca6b05bc,mmq
Cavern Harpy,,2025-10-03T23:41:23,-,,,Regular,,{U}{B},2,1,C,,d8649a58-1e7d-4c52-83ee-c2671ca52302,plst
Cavern Harpy,,2025-10-03T23:41:27,-,,,Regular,,{U}{B},2,1,C,,d8649a58-1e7d-4c52-83ee-c2671ca52302,plst
Cavern Harpy,,2025-10-03T23:41:31,-,,,Regular,,{U}{B},2,1,C,,d8649a58-1e7d-4c52-83ee-c2671ca52302,plst
Cavern Harpy,,2025-10-03T23:41:45,-,,,Regular,,{U}{B},2,1,C,,d8649a58-1e7d-4c52-83ee-c2671ca52302,plst
Cavern Harpy,,2025-10-03T23:41:47,-,,,Regular,,{U}{B},2,1,C,,d8649a58-1e7d-4c52-83ee-c2671ca52302,plst
